FID,thermo_tecto_age,thickness_upper_crust,thickness_middle_crust,upper_mantle_density_anomaly,d_2_ridge,d_2_trench,d_2_trans_ridge,d_2_volcano,d_2_hotspot,heat_prod_provinces,thickness_crust,_lithk_cona,_depth_to_moho_?,d_2_young_rift,OBJECTID_1,lon,lat,_num_in_cell,_num_in_continent,GHF,upper_mantle_vel_structure,_lithology_HM_unmodified,rock_type,age,magnetic_anomaly,depth_to_moho,_depth_to_moho_pasyanos,lithos_asthenos_bdry,_airy_gravity_anomaly,bougeur_gravity_anomaly,topography,_continent
3662,1,13.001,12.0,-0.0073,2077.57,1126.58,1191.79,1663.77,35.30580689,1.74000001,36.5499992,170.0,-36.1,409.38,4749,76.66668701,19.50012207,1,4522,44.0914001,4,2,1,2.04530072,-78.6783981,-41.6959,46808.69922,155781.0,-25.4871006,42.2975998,429.0369873,Asia
3663,5,13.001,12.0,-0.0017,1848.81,902.13,1413.33,1529.39,38.45126786,1.74000001,44.2700005,170.0,-44.03,649.47,4867,79.66668701,20.50012207,1,4522,55.1323013,2,8,1,2.35044265,-62.0125999,-34.5917015,47219.19922,277448.0,-3.3974299,79.7054977,284.428009,Asia
3664,1,9.495,10.0,-0.020099999,1376.78,1017.36,324.59,421.87,58.33095233,1.940000057,31.9099998,100.0,-31.73,44.63,4771,109.666687,19.50012207,2,4522,67.6667023,5,9,1,0.71534002,42.8771019,-33.4141006,36151.0,77216.39844,-6.1929698,106.1969986,110.0159988,Asia
3665,1,12.995,12.0,-0.0094,1978.34,1098.47,1106.04,1634.36,34.32928779,1.74000001,36.3100014,140.0,-35.79,320.16,4748,75.66668701,19.50012207,1,4522,43.6479988,4,2,1,1.98400497,145.5209961,-39.9430008,44764.39844,119954.0,-22.3519001,41.2654991,467.5419922,Asia
3666,1,18.001,16.0,0.0262,580.7,658.49,189.11,611.13,57.88350369,1.940000057,37.0,100.0,-36.33,241.58,4764,99.66668701,19.50012207,15,4522,67.9300995,5,5,3,0.8217656,23.0209999,-34.2459984,45077.5,50006.69922,-23.2542,14.7722998,1010.080017,Asia
3667,6,12.998,12.0,-0.0028,1821.21,1006.68,1462.25,1524.92,38.24264635,1.74000001,41.7000008,170.0,-41.47,683.93,4752,79.66668701,19.50012207,8,4522,54.887001,2,8,2,2.22011447,-149.6410065,-34.6461983,47523.39844,263587.0,-37.402401,50.0828018,221.2149963,Asia
3668,1,12.995,12.0,-0.018300001,1879.93,1017.74,1023.45,1596.19,33.35416016,1.74000001,36.6399994,140.0,-36.04,229.73,4747,74.66668701,19.50012207,10,4522,46.763401,4,2,1,1.94165504,-69.5749969,-41.9108009,44222.89844,122109.0,-15.4916,44.4352989,557.9760132,Asia
3669,1,17.996,16.0,0.028000001,646.74,760.83,93.04,683.38,58.22800014,1.940000057,38.0,100.0,-37.41,343.39,4765,100.666687,19.50012207,2,4522,57.0926018,5,5,3,0.75481498,16.7215004,-30.0151005,43418.69922,49998.19922,-8.1153898,39.5444984,557.2670288,Asia
3670,1,12.995,12.0,-0.018300001,1879.93,1017.74,1023.45,1596.19,33.35416016,1.74000001,36.6399994,140.0,-36.04,229.73,4746,73.66668701,19.50012207,3,4522,53.4373016,4,2,1,1.92048001,-118.5110016,-38.5116005,42944.30078,169780.0,-49.6590996,36.5074997,145.1069946,Asia
3671,1,18.001,16.0,0.0262,580.7,658.49,189.11,611.13,57.88350369,1.940000057,37.0,100.0,-36.33,241.58,4763,98.66668701,19.50012207,4,4522,65.3046036,6,6,3,0.86480689,15.8835001,-35.6150017,44319.0,49937.69922,-14.9026003,7.5359402,1155.150024,Asia
3672,6,12.998,12.0,-0.0033,1784.06,1112.54,1517.65,1496.41,38.05916447,1.74000001,41.0,170.0,-40.77,710.15,4642,79.66668701,18.50012207,7,4522,56.0147018,4,8,2,2.10851812,-3.5571301,-36.9841003,46514.10156,226323.0,-13.6560001,77.3691025,216.6750031,Asia
3673,1,10.0,10.0,-0.0135,1342.45,898.79,461.78,411.72,57.11829829,0.620000005,29.6399994,100.0,-29.72,19.63,4659,109.666687,18.50012207,4,4522,70.3332977,5,9,1,0.71534002,-49.7546997,-36.8415985,34906.69922,65135.19922,-6.6458201,106.1539993,325.5409851,Asia
3674,1,13.001,12.0,-0.0103,2045.16,1230.99,1257.24,1718.93,35.10697936,1.74000001,37.2000008,150.0,-36.61,393.83,4639,76.66668701,18.50012207,5,4522,40.9740982,4,2,1,1.99462688,-61.6106987,-41.4485016,45580.39844,138916.0,-19.6945,39.9015007,631.7979736,Asia
3675,1,12.995,12.0,-0.0229,1842.88,1094.39,1097.83,1641.99,33.14362684,1.74000001,36.3600006,140.0,-35.76,184.09,4637,74.66668701,18.50012207,9,4522,43.3404007,4,2,1,1.93458998,56.1397018,-43.8321991,44899.89844,116499.0,-36.9640999,25.5527,570.6950073,Asia
3676,1,18.001,16.0,0.0307,493.56,640.88,147.2,657.49,56.94295391,1.940000057,37.0,100.0,-36.52,250.21,4652,99.66668701,18.50012207,15,4522,65.2994003,5,5,3,0.8947019,7.7715602,-32.8434982,43807.69922,49954.89844,-7.8175101,55.3176994,339.6940002,Asia
3677,6,12.997,12.0,-0.0089,1692.16,1085.83,1608.3,1413.86,39.04484601,1.74000001,40.1399994,160.0,-39.93,814.56,4643,80.66668701,18.50012207,2,4522,65.5113983,4,8,2,2.12393379,-18.6681995,-36.8802986,48883.69922,160306.0,-21.4228992,73.8167038,159.3419952,Asia
3678,1,18.001,16.0,0.022700001,429.85,535.69,211.3,598.52,56.60830328,1.940000057,34.0,100.0,-33.2,144.85,4651,98.66668701,18.50012207,12,4522,66.4720001,6,8,2,0.91343564,-10.6771002,-36.2141991,42417.0,50054.39844,-16.7877998,22.8036995,1130.900024,Asia
3679,6,13.002,12.0,-0.01,1979.75,1323.72,1328.73,1740.95,34.93565514,1.74000001,37.2000008,150.0,-36.7,376.97,4526,76.66668701,17.50012207,2,4522,38.9584007,4,2,1,1.93331683,32.5396996,-39.5915985,42225.10156,161887.0,-22.7273006,46.6955986,468.7279968,Asia
3680,4,11.502,12.0,-0.0101,1638.43,1194.88,1654.8,1389.75,38.89087297,1.74000001,42.0,160.0,-41.83,763.99,4530,80.66668701,17.50012207,7,4522,68.8814011,4,8,2,2.0212481,-14.4743996,-35.1996994,47635.10156,107652.0,-18.4167004,86.1451035,193.2189941,Asia
3681,1,13.0,12.0,-0.0239,1811.76,1175.18,1172.1,1691.42,32.96209945,1.74000001,37.1599998,100.0,-36.48,174.37,4524,74.66668701,17.50012207,1,4522,40.2831001,4,2,1,1.92411387,-221.947998,-44.3686981,43243.30078,127248.0,-31.9479008,28.8840008,767.4749756,Asia
3682,4,17.001,16.5,0.046,799.65,1065.41,287.83,712.43,57.51956189,1.899999976,35.0,100.0,-34.81,480.06,4542,103.666687,17.50012207,2,4522,45.7046013,5,5,3,0.83146691,-1.06074,-34.6411018,43097.5,93914.0,-11.1851997,84.1097031,174.151001,Asia
3683,6,18.004,16.0,0.032900002,506.67,747.99,14.1,770.2,56.36044712,1.529999971,36.0,100.0,-35.66,355.37,4538,99.66668701,17.50012207,1,4522,63.3566017,5,1,3,0.93845803,0.548544,-29.9706001,40881.39844,49988.60156,-15.6224003,67.9175034,327.6879883,Asia
3684,6,18.004,16.0,0.038400002,601.23,853.75,89.04,805.97,56.73182528,1.529999971,37.0,100.0,-36.51,461.42,4540,101.666687,17.50012207,1,4522,50.9510002,5,5,3,0.84245002,-105.3270035,-35.9387016,45157.0,49415.80078,-4.6726599,63.4977989,539.6480103,Asia
3685,6,9.997,11.0,-0.037900001,1709.3,1107.32,1096.87,1655.2,31.97655391,1.74000001,36.4300003,100.0,-36.08,71.99,4523,73.66668701,17.50012207,2,4522,42.6044998,4,2,1,1.92113996,-1.5835299,-43.0780983,44506.80078,96732.5,-65.0131989,33.8964996,110.2030029,Asia
3686,6,13.004,12.0,-0.0073,1830.25,1251.77,1492.98,1560.6,36.91205765,1.74000001,33.0,130.0,-32.46,582.66,4527,77.66668701,17.50012207,1,4522,41.0390015,4,8,1,1.93834066,-24.0312004,-38.7140007,42698.0,180991.0,-27.0953999,40.2566986,565.6530151,Asia
3687,6,13.004,12.0,-0.0073,1830.25,1251.77,1492.98,1560.6,36.91205765,1.74000001,33.0,150.0,-32.46,582.66,4528,78.66668701,17.50012207,3,4522,47.9603996,4,8,2,1.95763254,-30.1662998,-37.0895004,41852.10156,201438.0,-21.5510006,48.5632019,549.059021,Asia
3688,4,17.001,16.5,0.050500002,699.33,959.56,188.64,794.8,57.11829829,1.899999976,35.0,100.0,-34.77,499.66,4541,102.666687,17.50012207,1,4522,48.239399,5,5,3,0.81849921,-30.2791004,-34.2285995,43801.10156,69608.20313,-20.0988007,69.0689011,200.723999,Asia
3689,4,11.502,12.0,-0.0131,1544.9,1169.28,1551.65,1310.38,39.88107321,1.74000001,38.5400009,150.0,-38.31,843.49,4531,81.66668701,17.50012207,2,4522,75.9608002,4,8,2,2.05392623,50.5470009,-34.2975998,45386.0,107436.0,10.1403999,114.3610001,333.8850098,Asia
3690,1,17.996,16.0,0.028200001,361.47,655.32,102.37,733.12,55.06813961,1.940000057,35.0,100.0,-34.78,259.65,4430,99.66668701,16.50012207,5,4522,63.2042007,5,1,3,0.95639771,-50.4454002,-30.5123005,37242.39844,50071.5,5.8859801,99.2855988,47.0461006,Asia
3691,4,17.001,16.5,0.041700002,773.15,1079.53,321.05,681.2,56.60830328,1.899999976,35.0,100.0,-34.82,461.51,4434,103.666687,16.50012207,3,4522,50.0186996,5,5,3,0.95071495,-11.125,-32.016201,43075.80078,121982.0,-6.7042599,94.7245026,157.4400024,Asia
3692,4,17.001,16.5,0.043000001,668.28,973.33,216.47,769.72,56.20053381,1.899999976,35.0,100.0,-34.77,399.6,4433,102.666687,16.50012207,9,4522,52.5965004,5,5,3,0.91997004,-17.5002995,-35.3577995,40883.89844,99606.20313,-18.4095001,76.1175995,214.1450043,Asia
3693,1,17.996,16.0,0.0151,266.85,549.7,209.04,665.75,54.72202482,1.940000057,35.0,100.0,-34.55,154.89,4429,98.66668701,16.50012207,4,4522,77.7870026,6,1,3,0.95639771,14.6183996,-32.5489006,36527.60156,49513.69922,-20.4799995,62.0353012,270.0599976,Asia
3694,6,18.004,16.0,0.035,564.23,867.21,110.59,819.6,55.80770556,1.529999971,35.0,100.0,-34.51,359.87,4431,100.666687,16.50012207,3,4522,59.8903999,5,1,3,0.93931502,-0.766896,-29.0506992,40026.0,49361.30078,4.54141,106.7149963,18.9806004,Asia
3695,6,18.004,16.0,0.035,564.23,867.21,110.59,819.6,55.80770556,1.529999971,35.0,100.0,-34.51,359.87,4432,101.666687,16.50012207,6,4522,54.1935997,5,5,3,0.90258998,-25.8612003,-34.4734993,41605.0,56945.30078,-19.3987999,55.2238007,650.0609741,Asia
3696,4,13.004,12.0,-0.0149,1688.91,1326.91,1645.23,1455.52,37.76903494,1.74000001,34.0,120.0,-33.81,610.07,4423,79.66668701,16.50012207,3,4522,54.7383003,4,8,2,1.86813748,-39.4129982,-41.6733017,42637.30078,150370.0,-59.9738007,43.6657982,187.5149994,Asia
3697,1,10.004,10.0,-0.032299999,930.28,158.25,45.82,89.6,46.93080012,0.620000005,31.0100002,100.0,-30.55,14.03,4439,120.666687,16.50012207,2,4522,66.0,6,5,3,1.33222747,-42.8788986,-24.5182991,34010.60156,140492.0,33.7449989,181.5039978,530.2269897,Asia
3698,6,12.996,12.0,-0.0113,1855.28,1497.6,1558.6,1628.18,35.67211796,1.74000001,34.8499985,100.0,-34.45,385.53,4325,76.66668701,15.50012207,2,4522,37.9454994,4,8,2,1.7967881,23.7768993,-41.9048996,42777.30078,182491.0,-35.200901,39.2536011,491.3900146,Asia
3699,6,12.996,12.0,-0.0113,1855.28,1497.6,1558.6,1628.18,35.67211796,1.74000001,34.8499985,100.0,-34.45,385.53,4326,77.66668701,15.50012207,15,4522,41.1866989,4,8,2,1.76909435,24.0088997,-41.6943016,43263.30078,190236.0,-51.5400009,31.7199993,473.8500061,Asia
3700,6,15.999,15.0,0.0177,547.68,883.53,121.58,796.94,54.886246,1.529999971,35.0,100.0,-34.78,253.31,4332,101.666687,15.50012207,6,4522,54.0573997,5,1,3,0.8726756,-34.452301,-32.8202019,40122.30078,72571.70313,-18.8911991,80.2785034,266.8819885,Asia
3701,4,14.996,15.0,0.022600001,762.06,1094.85,335.26,652.05,55.70008977,1.899999976,35.0,100.0,-34.86,384.77,4334,103.666687,15.50012207,3,4522,53.7210007,5,5,3,0.88551563,-42.2873993,-35.4796982,40353.60156,131741.0,-36.7061996,70.585701,129.4810028,Asia
3702,6,12.996,12.0,-0.0121,1752.46,1463.02,1636.51,1533.75,36.66742423,1.74000001,34.0,100.0,-33.67,455.79,4327,78.66668701,15.50012207,1,4522,46.4774017,4,8,3,1.76610816,33.4864006,-44.3764,42309.10156,190109.0,-71.3220978,23.5337009,229.147995,Asia
3703,4,14.996,15.0,0.022600001,762.06,1094.85,335.26,652.05,55.70008977,1.899999976,35.0,100.0,-34.86,384.77,4333,102.666687,15.50012207,5,4522,54.0355988,5,5,3,0.86725187,-42.6978989,-37.0345001,38307.5,108665.0,-34.9780998,67.6937027,173.7480011,Asia
3704,4,14.998,15.0,0.020199999,869.3,1200.82,442.07,564.61,56.12931498,1.899999976,35.0099983,100.0,-34.87,449.79,4335,104.666687,15.50012207,4,4522,57.3493996,5,5,3,0.86228937,-43.3959007,-30.4920006,42399.30078,90358.79688,-35.3117981,73.4944,123.3550034,Asia
3705,6,12.999,12.0,-0.016899999,1738.06,1414.3,1405.28,1782.23,33.68233959,1.74000001,45.1800003,100.0,-44.57,254.03,4324,75.66668701,15.50012207,2,4522,34.3096008,4,8,2,1.81063497,87.7291031,-41.0131989,42289.69922,169431.0,-28.844101,40.2667999,623.3629761,Asia
3706,6,15.999,15.0,0.0177,547.68,883.53,121.58,796.94,54.886246,1.529999971,35.0,100.0,-34.78,253.31,4331,100.666687,15.50012207,7,4522,57.2671013,5,1,3,0.90178686,45.2696991,-29.6026993,40753.69922,61549.39844,-0.921005,110.5250015,65.6669998,Asia
3707,6,12.996,12.0,-0.0077,1792.0,1558.46,1634.96,1626.22,35.5879193,1.74000001,36.3400002,100.0,-35.87,301.19,4234,77.66668701,14.50012207,11,4522,37.6889992,4,8,2,1.71805811,71.118103,-42.1696014,41492.10156,210300.0,-42.0623016,37.2111015,456.1409912,Asia
3708,6,12.996,12.0,-0.0084,1722.81,1451.93,1713.03,1529.47,36.58551626,1.74000001,36.0,100.0,-35.69,387.41,4235,78.66668701,14.50012207,2,4522,41.4963989,4,8,2,1.72162437,64.3535004,-45.3751984,41367.89844,188684.0,-55.6643982,41.0733986,300.8840027,Asia
3709,1,15.999,15.0,0.0009,447.15,803.26,23.82,796.59,53.57704732,0.620000005,34.0,100.0,-33.98,124.45,4239,100.666687,14.50012207,3,4522,51.4695015,5,1,3,0.79344064,-0.245032,-33.2583008,41053.80078,62865.19922,-3.5926099,115.1869965,5.88483,Asia
3710,1,15.999,15.0,-0.0008,553.42,907.68,130.11,770.83,53.96758286,0.620000005,34.0,100.0,-33.71,153.64,4240,101.666687,14.50012207,3,4522,52.3708,5,1,3,0.75270689,100.0950012,-37.8983994,41200.5,75858.70313,-5.6621699,91.069397,622.5209961,Asia
3711,1,14.996,15.0,0.005,660.12,1012.69,237.51,704.65,54.37370688,1.899999976,34.0,100.0,-33.74,232.52,4241,102.666687,14.50012207,1,4522,54.1054993,5,5,3,0.73905063,-60.9305992,-37.146801,38814.30078,85014.29688,-9.15769,91.8560028,263.3299866,Asia
3712,6,12.996,12.0,-0.0077,1792.0,1558.46,1634.96,1626.22,35.5879193,1.74000001,36.3400002,100.0,-35.87,301.19,4233,76.66668701,14.50012207,6,4522,34.9976997,4,8,2,1.73956943,48.2169991,-40.4161987,42567.10156,194953.0,-20.4799004,47.4174004,647.427002,Asia
3713,1,1.7,2.3,-0.066699997,1150.21,104.97,58.01,134.42,44.52527372,0.620000005,27.9500008,100.0,-28.0,37.26,4072,123.666687,12.50012207,1,4522,51.0,6,5,3,1.37567997,25.3337002,-25.1695004,34624.60156,103594.0,7.2982502,183.7740021,-119.4550018,Asia
3714,6,12.498,13.0,-0.0137,1636.95,1653.47,1642.5,1733.13,34.5325933,1.74000001,44.3600006,100.0,-43.59,146.52,4143,75.66668701,13.50012207,10,4522,29.8950005,4,8,2,1.72017002,-29.9932003,-46.472599,45071.30078,171773.0,-53.5032997,18.5393009,791.2949829,Asia
3715,6,12.498,13.0,-0.0037,1712.07,1545.71,1715.07,1631.95,35.53167601,1.74000001,34.9799995,100.0,-34.17,239.95,4145,77.66668701,13.50012207,8,4522,33.8140984,4,8,2,1.69194806,4.5364599,-39.5325012,37582.0,217533.0,-1.88306,56.8554001,796.7369995,Asia
3716,6,12.498,13.0,-0.0044,1635.73,1538.51,1797.71,1643.58,35.50352095,1.74000001,34.9300003,100.0,-34.21,204.51,4060,77.66668701,12.50012207,6,4522,32.4090004,4,8,2,1.69049072,-173.6499939,-44.7747002,34605.10156,211575.0,-38.5973015,29.2672005,719.4199829,Asia
3717,6,12.498,13.0,-0.0044,1635.73,1538.51,1797.71,1643.58,35.50352095,1.74000001,34.9300003,100.0,-34.21,204.51,4059,76.66668701,12.50012207,1,4522,28.4451008,4,8,2,1.69049072,-24.7896004,-41.0074997,39668.19922,180892.0,-19.3575001,43.7705002,821.4890137,Asia
3718,6,12.498,13.0,-0.0037,1683.64,1429.95,1870.43,1539.95,36.5034245,1.74000001,33.4000015,100.0,-32.89,305.51,4061,78.66668701,12.50012207,3,4522,34.7392998,4,9,1,1.69324756,-177.1399994,-42.7678986,33812.89844,228546.0,-44.7201004,42.9949989,404.6080017,Asia
3719,6,12.497,13.0,-0.0089,1563.49,1532.84,1882.75,1649.75,35.50352095,1.74000001,54.0,100.0,-53.57,163.43,3984,77.66668701,11.50012207,5,4522,36.4673004,4,8,2,1.71688247,89.9429016,-46.2018013,39921.60156,191695.0,-54.4171982,38.8237991,415.5480042,Asia
3720,6,11.505,12.0,-0.0039,1649.82,1423.95,1913.04,1545.4,36.5034245,1.74000001,40.4799995,100.0,-40.14,264.57,3985,78.66668701,11.50012207,1,4522,37.3250008,4,8,1,1.71272004,43.2658005,-39.0410004,34763.30078,218185.0,-53.2214012,53.0634995,683.9279785,Asia
3721,6,12.497,13.0,-0.020400001,1495.95,1530.29,1970.34,1655.65,35.53167601,1.74000001,44.2400017,100.0,-43.67,123.05,3908,77.66668701,10.50012207,1,4522,42.5714989,4,8,2,1.77148747,-47.089901,-45.9300003,35716.69922,210467.0,-58.821701,35.6421013,604.2849731,Asia
3722,6,9.999,11.0,-0.035300002,1433.78,1533.85,1965.64,1664.97,35.5879193,1.74000001,44.25,100.0,-43.81,82.02,3822,77.66668701,9.50012207,2,4522,44.9814987,4,9,1,1.79878998,44.0760002,-42.9794006,33884.80078,215684.0,-63.4261017,46.1811981,979.7180176,Asia
3723,1,6.998,7.0,-0.0069,842.02,70.05,99.95,167.19,39.65476012,0.620000005,20.2199993,100.0,-22.0,440.67,3738,125.666687,8.50012207,1,4522,29.0,6,5,3,1.36528695,-9999.0,-23.1564999,34672.89844,156219.0,-3.92239,145.5449982,446.6480103,Asia
3724,1,11.002,10.0,-0.0107,177.63,366.99,84.8,184.35,43.73213921,0.620000005,29.4400005,100.0,-30.0,30.74,3377,96.66668701,4.50012207,1,4522,86.6928024,6,5,3,1.06016004,76.4400024,-25.2823009,29253.0,104814.0,45.5946007,148.0899963,1034.859985,Asia
3725,1,11.002,10.0,-0.032699998,323.77,366.69,76.73,161.63,43.20300915,0.620000005,33.0,100.0,-32.4,16.8,3378,97.66668701,4.50012207,21,4522,93.0073013,6,5,3,1.06016004,-9999.0,-28.2789001,29329.09961,110660.0,20.3906002,113.0849991,663.0709839,Asia
3726,1,9.998,10.0,-0.044500001,477.11,370.92,71.02,113.31,42.71416627,0.620000005,33.0,100.0,-32.67,33.41,3304,98.66668701,3.50012207,13,4522,107.2360001,6,10,3,1.06956899,32.1006012,-28.2637005,29906.0,183204.0,7.6889,121.2890015,111.0159988,Asia
3727,1,9.998,10.0,-0.031399999,724.12,492.3,171.19,190.04,42.73757129,0.620000005,30.0,100.0,-30.0,87.49,3228,99.66668701,2.50012207,8,4522,123.362999,6,10,1,1.14484096,32.2097015,-32.2383003,33391.69922,190940.0,28.9925995,135.2940063,495.4240112,Asia
3728,1,9.995,10.0,-0.016899999,1705.07,213.25,213.25,574.0,47.8591684,0.620000005,31.0,100.0,-30.94,166.25,3160,117.666687,1.50012207,1,4522,60.5555992,6,5,3,0.87162924,30.1560993,-25.5613995,39446.30078,50069.69922,63.9706001,198.7980042,276.7810059,Asia
3729,1,7.0,7.0,-0.048500001,705.4,339.65,29.54,77.89,41.38236339,0.620000005,33.0,100.0,-32.55,38.73,3148,99.66668701,1.50012207,4,4522,131.9550018,6,10,3,1.15425003,45.9009018,-31.3120003,38036.60156,142337.0,30.3183002,141.4360046,455.6809998,Asia
3730,1,9.998,10.0,-0.031399999,724.12,492.3,171.19,190.04,42.73757129,0.620000005,30.0,100.0,-30.0,87.49,3149,100.666687,1.50012207,111,4522,132.2189941,6,1,3,1.13287234,28.9932995,-30.3220997,38139.10156,128959.0,16.9848003,157.5070038,51.6102982,Asia
3731,1,9.998,10.0,-0.028999999,878.15,531.17,203.68,234.13,42.36153916,0.620000005,30.0,100.0,-29.98,41.21,3150,101.666687,1.50012207,48,4522,136.2460022,6,1,3,1.09866798,-9999.0,-31.0305004,39575.10156,112872.0,25.5893002,169.8739929,24.4734001,Asia
3732,1,9.999,10.0,-0.0096,1033.9,115.12,380.9,151.39,42.73757129,0.620000005,29.5,220.0,-30.0,400.7,3080,122.666687,0.50012207,3,4522,44.0926018,5,2,1,1.32481003,-100.6880035,-32.0890999,24521.69922,43576.39844,-15.6990004,175.8679962,-167.4839935,Asia
3733,1,9.999,10.0,-0.0096,1033.9,115.12,380.9,151.39,42.73757129,0.620000005,29.5,220.0,-30.0,400.7,3081,123.666687,0.50012207,1,4522,55.7778015,6,5,1,1.32481003,-9999.0,-29.7073994,27315.59961,58991.0,34.1241989,224.0359955,997.8729858,Asia
3734,1,9.998,10.0,-0.0436,862.81,378.91,46.92,88.97,40.99390199,0.620000005,32.0,100.0,-31.69,84.32,3069,100.666687,0.50012207,43,4522,130.1920013,6,8,3,1.13623846,-9999.0,-33.1683998,39832.0,115215.0,24.5895996,149.0429993,215.9279938,Asia
3735,1,9.998,10.0,-0.030200001,945.34,472.32,149.88,166.84,41.50301194,0.620000005,31.0,100.0,-30.96,58.07,3070,101.666687,0.50012207,46,4522,129.8959961,6,5,3,1.13623846,-9999.0,-32.3760986,39404.0,106289.0,18.8125992,162.6990051,14.8401003,Asia
3736,1,10.0,10.0,-0.028999999,972.08,626.21,295.43,319.41,42.87773315,0.620000005,30.0,100.0,-30.0,104.27,3071,102.666687,0.50012207,8,4522,127.8580017,6,5,3,1.10651076,-9999.0,-30.2189007,38948.60156,120058.0,19.8738003,165.6179962,29.4008999,Asia
3737,1,7.996,8.5,0.0054,1818.13,398.23,349.26,745.29,45.9184059,0.620000005,33.0,100.0,-32.93,53.8,3000,116.666687,-0.5,2,4522,73.1008987,5,3,3,1.22166002,16.9454994,-18.1861,32254.69922,55006.19922,36.233799,180.151001,43.3534012,Asia
3738,1,10.998,10.0,-0.018300001,1102.22,494.39,193.37,216.34,41.18859065,0.620000005,33.0,100.0,-32.94,10.23,2991,101.666687,-0.5,2,4522,120.9380035,6,5,3,1.20632505,-9999.0,-32.205101,41997.10156,90566.39844,35.5475998,169.9060059,106.401001,Asia
3739,1,10.998,10.0,-0.018300001,1102.22,494.39,193.37,216.34,41.18859065,0.620000005,33.0,100.0,-32.94,10.23,2992,102.666687,-0.5,3,4522,117.9720001,6,5,3,1.21143687,-9999.0,-29.6861992,41877.19922,85626.70313,17.1061993,161.8569946,8.6639099,Asia
3740,1,10.998,10.0,-0.0037,1940.26,555.07,483.91,718.09,45.70010941,0.620000005,33.0,100.0,-32.82,163.66,2917,115.666687,-1.5,5,4522,78.6990967,5,3,3,1.02488875,-9999.0,-22.0883999,39227.60156,64219.0,58.7364998,193.0200043,228.9100037,Asia
3741,1,10.001,9.5,0.0072,1485.4,253.35,28.11,519.77,44.25494323,0.620000005,29.2299995,210.0,-30.0,220.36,2918,119.666687,-1.5,2,4522,48.9567986,5,9,1,1.17378998,41.5657997,-30.0918007,40026.10156,50736.80078,14.4518995,163.8359985,154.0619965,Asia
3742,1,10.998,10.0,-0.0101,1259.22,514.29,221.21,224.26,40.92065493,0.620000005,33.0,100.0,-32.97,165.68,2910,102.666687,-1.5,2,4522,112.7269974,6,5,3,1.29418397,-9999.0,-29.2893009,39409.89844,62337.69922,21.1084995,163.3150024,65.485199,Asia
3743,1,10.998,10.0,-0.0101,1259.22,514.29,221.21,224.26,40.92065493,0.620000005,33.0,100.0,-32.97,165.68,2911,103.666687,-1.5,16,4522,109.0179977,6,5,3,1.2810123,-8.80867,-26.1851006,37280.5,58064.30078,30.4347992,178.6390076,33.7879982,Asia
3744,1,10.002,10.0,-0.0244,1388.64,388.3,53.03,475.15,42.87773315,0.620000005,33.0,220.0,-32.18,111.42,2919,120.666687,-1.5,2,4522,44.5,5,5,1,1.21154499,-9999.0,-38.5746002,38909.19922,42484.60156,42.8432999,128.7380066,1568.48999,Asia
3745,1,11.001,10.0,-0.0051,1955.48,623.94,511.21,629.34,44.90545624,0.620000005,32.9900017,100.0,-32.81,259.02,2832,115.666687,-2.5,6,4522,81.2546005,5,1,3,0.98767,-9999.0,-21.8012009,40866.5,79395.5,-8.7804203,130.2749939,33.2464981,Asia
3746,1,10.996,10.0,-0.0096,1335.01,444.86,149.44,160.76,40.10610926,0.620000005,33.0,100.0,-32.96,258.6,2825,103.666687,-2.5,5,4522,106.0029984,6,5,3,1.34093404,-9999.0,-26.3348007,37158.39844,49753.60156,24.6231995,173.7689972,47.4967003,Asia
3747,1,10.997,10.0,-0.0154,1518.32,475.37,96.59,598.82,42.57346591,0.620000005,33.0,210.0,-32.02,112.41,2833,119.666687,-2.5,4,4522,36.0956993,5,9,1,1.17480505,-9999.0,-37.4252014,40442.39844,48925.10156,55.0009995,155.2769928,621.6569824,Asia
3748,1,9.997,10.0,-0.018300001,1416.27,530.83,233.3,230.6,40.70012285,0.620000005,32.0,100.0,-31.99,323.01,2826,104.666687,-2.5,3,4522,102.4240036,6,5,3,1.29817557,26.3230991,-26.3582993,35120.0,46481.89844,37.0103989,189.2910004,2.91382,Asia
3749,1,11.001,10.0,-0.0051,1955.48,623.94,511.21,629.34,44.90545624,0.620000005,32.9900017,100.0,-32.81,259.02,2831,114.666687,-2.5,2,4522,82.639801,5,1,3,0.84404999,-9999.0,-24.7542,41593.0,75244.70313,32.2332001,179.8079987,9.3495502,Asia
3750,1,10.996,10.0,-0.017100001,1415.44,374.65,78.42,88.95,39.30012723,0.620000005,33.0,100.0,-32.83,362.05,2736,103.666687,-3.5,6,4522,106.8379974,4,5,3,1.46355307,-9999.0,-26.4018993,39312.60156,68081.79688,33.9342995,176.9909973,41.9229012,Asia
3751,1,10.996,10.0,-0.017100001,1415.44,374.65,78.42,88.95,39.30012723,0.620000005,33.0,100.0,-32.83,362.05,2735,102.666687,-3.5,1,4522,111.7750015,4,10,1,1.46355307,-9999.0,-21.7261009,41263.80078,80619.29688,79.1569977,207.7109985,726.8270264,Asia
3752,1,10.997,10.0,-0.0038,1545.57,474.77,153.95,536.63,41.74326293,0.620000005,32.0,210.0,-31.7,113.02,2741,119.666687,-3.5,3,4522,30.2437992,5,10,3,1.17683494,5.61485,-31.2318001,39335.80078,49042.89844,76.0444031,213.5440063,-74.5914001,Asia
